ort,plz,landkreis,bundesland
Süßen,73079,Landkreis Göppingen,Baden-Württemberg
Sustrum,49762,Landkreis Emsland,Niedersachsen
Suthfeld,31555,Landkreis Schaumburg,Niedersachsen
Swisttal,53913,Rhein-Sieg-Kreis,Nordrhein-Westfalen
Sydower Fließ,16230,Landkreis Barnim,Brandenburg
Syke,28857,Landkreis Diepholz,Niedersachsen
Sylt,25980,Kreis Nordfriesland,Schleswig-Holstein
Syrgenstein,89428,Landkreis Dillingen an der Donau,Bayern
Taarstedt,24893,Kreis Schleswig-Flensburg,Schleswig-Holstein
Taben-Rodt,54441,Landkreis Trier-Saarburg,Rheinland-Pfalz
Tacherting,83342,Landkreis Traunstein,Bayern
Taching am See,83373,Landkreis Traunstein,Bayern
Tackesdorf,24797,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
Tackesdorf,25585,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
Täferrot,73527,Ostalbkreis,Baden-Württemberg
Tagmersheim,86704,Landkreis Donau-Ries,Bayern
Talheim,74388,Landkreis Heilbronn,Baden-Württemberg
Talheim,78607,Landkreis Tuttlingen,Baden-Württemberg
Talkau,21493,Kreis Herzogtum Lauenburg,Schleswig-Holstein
Talling,54426,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
Tambach-Dietharz,99897,Landkreis Gotha,Thüringen
Tamm,71732,Landkreis Ludwigsburg,Baden-Württemberg
Tangerhütte,39517,Landkreis Stendal,Sachsen-Anhalt
Tangerhütte,39579,Landkreis Stendal,Sachsen-Anhalt
Tangermünde,39590,Landkreis Stendal,Sachsen-Anhalt
Tangstedt,25499,Kreis Pinneberg,Schleswig-Holstein
Tangstedt,22889,Kreis Stormarn,Schleswig-Holstein
Tann,84367,Landkreis Rottal-Inn,Bayern
Tanna,07922,Saale-Orla-Kreis,Thüringen
Tannenberg,09468,Erzgebirgskreis,Sachsen
Tännesberg,92723,Landkreis Neustadt an der Waldnaab,Bayern
Tannhausen,73497,Ostalbkreis,Baden-Württemberg
Tannheim,88459,Landkreis Biberach,Baden-Württemberg
Tann (Rhön),36142,Landkreis Fulda,Hessen
Tantow,16307,Landkreis Uckermark,Brandenburg
Tapfheim,86660,Landkreis Donau-Ries,Bayern
Tappenbeck,38479,Landkreis Gifhorn,Niedersachsen
Tappendorf,24594,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
Tarbek,24619,Kreis Segeberg,Schleswig-Holstein
Tarmstedt,27412,Landkreis Rotenburg (Wümme),Niedersachsen
Tarnow,18249,Landkreis Rostock,Mecklenburg-Vorpommern
Tarp,24963,Kreis Schleswig-Flensburg,Schleswig-Holstein
Tasdorf,24536,Kreis Plön,Schleswig-Holstein
Tastrup,24943,Kreis Schleswig-Flensburg,Schleswig-Holstein
Tastungen,37339,Landkreis Eichsfeld,Thüringen
Tating,25881,Kreis Nordfriesland,Schleswig-Holstein
Tauberbischofsheim,97941,Main-Tauber-Kreis,Baden-Württemberg
Tauberrettersheim,97285,Landkreis Würzburg,Bayern
Taucha,04425,Landkreis Nordsachsen,Sachsen
Tauche,15848,Landkreis Oder-Spree,Brandenburg
Tauer,03185,Landkreis Spree-Neiße,Brandenburg
Taufkirchen,82024,Landkreis München,Bayern
Taufkirchen,84416,Landkreis Erding,Bayern
Taufkirchen,84574,Landkreis Mühldorf am Inn,Bayern
Taunusstein,65232,Rheingau-Taunus-Kreis,Hessen
Taura,09249,Landkreis Mittelsachsen,Sachsen
Tautenburg,07778,Saale-Holzland-Kreis,Thüringen
Tautendorf,07646,Saale-Holzland-Kreis,Thüringen
Tautenhain,07639,Saale-Holzland-Kreis,Thüringen
Tawern,54456,Landkreis Trier-Saarburg,Rheinland-Pfalz
Techelsdorf,24220,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
Techentin,19399,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
Tecklenburg,49545,Kreis Steinfurt,Nordrhein-Westfalen
Tegau,07907,Saale-Orla-Kreis,Thüringen
Tegernheim,93105,Landkreis Regensburg,Bayern
Tegernsee,83684,Landkreis Miesbach,Bayern
Teichland,03185,Landkreis Spree-Neiße,Brandenburg
Teichwitz,07570,Landkreis Greiz,Thüringen
Teisendorf,83317,Landkreis Berchtesgadener Land,Bayern
Teisendorf,83364,Landkreis Berchtesgadener Land,Bayern
Teising,84576,Landkreis Altötting,Bayern
Teisnach,94244,Landkreis Regen,Bayern
Teistungen,37339,Landkreis Eichsfeld,Thüringen
Teldau,19273,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
Telgte,48291,Kreis Warendorf,Nordrhein-Westfalen
Tellig,56858,Landkreis Cochem-Zell,Rheinland-Pfalz
Tellingstedt,25782,Kreis Dithmarschen,Schleswig-Holstein
Teltow,14513,Landkreis Potsdam-Mittelmark,Brandenburg
Temmels,54441,Landkreis Trier-Saarburg,Rheinland-Pfalz
Temmen-Ringenwalde,17268,Landkreis Uckermark,Brandenburg
Temnitzquell,16818,Landkreis Ostprignitz-Ruppin,Brandenburg
Temnitztal,16845,Landkreis Ostprignitz-Ruppin,Brandenburg
Templin,17268,Landkreis Uckermark,Brandenburg
Tengen,78250,Landkreis Konstanz,Baden-Württemberg
Teningen,79312,Landkreis Emmendingen,Baden-Württemberg
Teningen,79331,Landkreis Emmendingen,Baden-Württemberg
Tensbüttel-Röst,25767,Kreis Dithmarschen,Schleswig-Holstein
Tensfeld,23824,Kreis Segeberg,Schleswig-Holstein
Teschenmoschel,67806,Donnersbergkreis,Rheinland-Pfalz
Tespe,21395,Landkreis Harburg,Niedersachsen
Tessin,18195,Landkreis Rostock,Mecklenburg-Vorpommern
Tessin b. Boizenburg,19258,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
Testorf-Steinfort,23936,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
Tetenbüll,25882,Kreis Nordfriesland,Schleswig-Holstein
Tetenhusen,24817,Kreis Schleswig-Flensburg,Schleswig-Holstein
Teterow,17166,Landkreis Rostock,Mecklenburg-Vorpommern
Tettau,96355,Landkreis Kronach,Bayern
Tettau,01945,Landkreis Oberspreewald-Lausitz,Brandenburg
Tettenweis,94167,Landkreis Passau,Bayern
Tettnang,88069,Bodenseekreis,Baden-Württemberg
Tettnang,88079,Bodenseekreis,Baden-Württemberg
Teublitz,93158,Landkreis Schwandorf,Bayern
Teuchern,06682,Burgenlandkreis,Sachsen-Anhalt
Teugn,93356,Landkreis Kelheim,Bayern
Teunz,92552,Landkreis Schwandorf,Bayern
Teupitz,15755,Landkreis Dahme-Spreewald,Brandenburg
Teuschnitz,96358,Landkreis Kronach,Bayern
Teutschenthal,06179,Saalekreis,Sachsen-Anhalt
Thaden,25557,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
Thaining,86943,Landkreis Landsberg am Lech,Bayern
Thale,06502,Landkreis Harz,Sachsen-Anhalt
Thaleischweiler-Fröschen,66987,Landkreis Südwestpfalz,Rheinland-Pfalz
Thalfang,54424,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
Thalhausen,56584,Landkreis Neuwied,Rheinland-Pfalz
Thalheim/Erzgebirge,09380,Erzgebirgskreis,Sachsen
Thallichtenberg,66871,Landkreis Kusel,Rheinland-Pfalz
Thallwitz,04808,Landkreis Leipzig,Sachsen
Thalmassing,93107,Landkreis Regensburg,Bayern
Thalmässing,91177,Landkreis Roth,Bayern
Thalwenden,37318,Landkreis Eichsfeld,Thüringen
Thandorf,19217,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
Thannhausen,86470,Landkreis Günzburg,Bayern
Thanstein,92554,Landkreis Schwandorf,Bayern
Tharandt,01737,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
Thedinghausen,27321,Landkreis Verden,Niedersachsen
Theilenhofen,91741,Landkreis Weißenburg-Gunzenhausen,Bayern
Theilheim,97288,Landkreis Würzburg,Bayern
Theisbergstegen,66871,Landkreis Kusel,Rheinland-Pfalz
Theisseil,92637,Landkreis Neustadt an der Waldnaab,Bayern
Thelkow,18195,Landkreis Rostock,Mecklenburg-Vorpommern
Themar,98660,Landkreis Hildburghausen,Thüringen
Theres,97531,Landkreis Haßberge,Bayern
Thermalbad Wiesenbad,09488,Erzgebirgskreis,Sachsen
Theuma,08541,Vogtlandkreis,Sachsen
Thiendorf,01561,Landkreis Meißen,Sachsen
Thierhaupten,86672,Landkreis Augsburg,Bayern
Thierschneck,07774,Saale-Holzland-Kreis,Thüringen
Thiersheim,95707,Landkreis Wunsiedel im Fichtelgebirge,Bayern
Thierstein,95199,Landkreis Wunsiedel im Fichtelgebirge,Bayern
Tholey,66636,Landkreis St. Wendel,Saarland
Thomasburg,21401,Landkreis Lüneburg,Niedersachsen
Thomm,54317,Landkreis Trier-Saarburg,Rheinland-Pfalz
Thonhausen,04626,Landkreis Altenburger Land,Thüringen
Thörlingen,56291,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
Thörnich,54340,Landkreis Trier-Saarburg,Rheinland-Pfalz
Thuine,49832,Landkreis Emsland,Niedersachsen
Thulendorf,18184,Landkreis Rostock,Mecklenburg-Vorpommern
Thum,09419,Erzgebirgskreis,Sachsen
Thumby,24351,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
Thundorf i.UFr.,97711,Landkreis Bad Kissingen,Bayern
Thüngen,97289,Landkreis Main-Spessart,Bayern
Thüngersheim,97291,Landkreis Würzburg,Bayern
Thür,56743,Landkreis Mayen-Koblenz,Rheinland-Pfalz
Thürkow,17168,Landkreis Rostock,Mecklenburg-Vorpommern
Thurmansbang,94169,Landkreis Freyung-Grafenau,Bayern
Thurnau,95349,Landkreis Kulmbach,Bayern
Thyrnau,94136,Landkreis Passau,Bayern
Tiddische,38473,Landkreis Gifhorn,Niedersachsen
Tiefenbach,84184,Landkreis Landshut,Bayern
Tiefenbach,94113,Landkreis Passau,Bayern
Tiefenbach,93464,Landkreis Cham,Bayern
Tiefenbach,55471,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
Tiefenbach,88422,Landkreis Biberach,Baden-Württemberg
Tiefenbronn,75233,Enzkreis,Baden-Württemberg
Tiefenthal,55546,Landkreis Bad Kreuznach,Rheinland-Pfalz
Tiefenthal,67311,Landkreis Bad Dürkheim,Rheinland-Pfalz
Tielen,24803,Kreis Schleswig-Flensburg,Schleswig-Holstein
Tielenhemme,25794,Kreis Dithmarschen,Schleswig-Holstein
Timmaspe,24644,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
Timmendorfer Strand,23669,Kreis Ostholstein,Schleswig-Holstein
Tinningstedt,25917,Kreis Nordfriesland,Schleswig-Holstein
Tirpersdorf,08606,Vogtlandkreis,Sachsen
Tirschenreuth,95643,Landkreis Tirschenreuth,Bayern
Tissa,07646,Saale-Holzland-Kreis,Thüringen
Tiste,27419,Landkreis Rotenburg (Wümme),Niedersachsen
Titisee-Neustadt,79822,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
Titting,85135,Landkreis Eichstätt,Bayern
Tittling,94104,Landkreis Passau,Bayern
Tittmoning,84529,Landkreis Traunstein,Bayern
Titz,52445,Kreis Düren,Nordrhein-Westfalen
Toddin,19230,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
Todenbüttel,24819,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
Todendorf,22965,Kreis Stormarn,Schleswig-Holstein
Todenroth,55481,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
Todesfelde,23826,Kreis Segeberg,Schleswig-Holstein
Todtenweis,86447,Landkreis Aichach-Friedberg,Bayern
Todtmoos,79682,Landkreis Waldshut,Baden-Württemberg
Todtnau,79674,Landkreis Lörrach,Baden-Württemberg
Töging am Inn,84513,Landkreis Altötting,Bayern
Tolk,24894,Kreis Schleswig-Flensburg,Schleswig-Holstein
Tömmelsdorf,07819,Saale-Orla-Kreis,Thüringen
Tönisvorst,47918,Kreis Viersen,Nordrhein-Westfalen
Tonna,99958,Landkreis Gotha,Thüringen
Tonndorf,99438,Landkreis Weimarer Land,Thüringen
Tönning,25832,Kreis Nordfriesland,Schleswig-Holstein
Töpen,95183,Landkreis Hof,Bayern
Topfstedt,99718,Kyffhäuserkreis,Thüringen
Toppenstedt,21442,Landkreis Harburg,Niedersachsen
Torgau,04860,Landkreis Nordsachsen,Sachsen
Torgau,04861,Landkreis Nordsachsen,Sachsen
Torgelow,17358,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
Torgelow am See,17192,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
Tornesch,25436,Kreis Pinneberg,Schleswig-Holstein
Tostedt,21255,Landkreis Harburg,Niedersachsen
Tosterglope,21371,Landkreis Lüneburg,Niedersachsen
Tottleben,99947,Unstrut-Hainich-Kreis,Thüringen
Traben-Trarbach,56841,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
Trabitz,92724,Landkreis Neustadt an der Waldnaab,Bayern
Train,93358,Landkreis Kelheim,Bayern
Traisen,55595,Landkreis Bad Kreuznach,Rheinland-Pfalz
Traitsching,93455,Landkreis Cham,Bayern
Tramm,19089,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
Tramm,21516,Kreis Herzogtum Lauenburg,Schleswig-Holstein
Trappenkamp,24610,Kreis Segeberg,Schleswig-Holstein
Trappstadt,97633,Landkreis Rhön-Grabfeld,Bayern
Trassem,54441,Landkreis Trier-Saarburg,Rheinland-Pfalz
Trassenheide,17449,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
Traunreut,83301,Landkreis Traunstein,Bayern
Traunreut,83368,Landkreis Traunstein,Bayern
Traunreut,83371,Landkreis Traunstein,Bayern
Traunreut,83374,Landkreis Traunstein,Bayern
Traunstein,83278,Landkreis Traunstein,Bayern
Trausnitz,92555,Landkreis Schwandorf,Bayern
Trautskirchen,90619,Landkreis Neustadt an der Aisch-Bad Windsheim,Bayern
Travenbrück,23843,Kreis Stormarn,Schleswig-Holstein
Travenhorst,23827,Kreis Segeberg,Schleswig-Holstein
Traventhal,23795,Kreis Segeberg,Schleswig-Holstein
Trebbin,14959,Landkreis Teltow-Fläming,Brandenburg
Trebel,29494,Landkreis Lüchow-Dannenberg,Niedersachsen
Treben,04617,Landkreis Altenburger Land,Thüringen
Trebendorf - Trjebin,02959,Landkreis Görlitz,Sachsen
Trebgast,95367,Landkreis Kulmbach,Bayern
Trebra,99718,Kyffhäuserkreis,Thüringen
Trebsen/Mulde,04687,Landkreis Leipzig,Sachsen
Trebur,65468,Kreis Groß-Gerau,Hessen
Trechtingshausen,55413,Landkreis Mainz-Bingen,Rheinland-Pfalz
Treffelstein,93492,Landkreis Cham,Bayern
Treffurt,99830,Wartburgkreis,Thüringen
Treia,24896,Kreis Schleswig-Flensburg,Schleswig-Holstein
Treis-Karden,56253,Landkreis Cochem-Zell,Rheinland-Pfalz
Tremsbüttel,22967,Kreis Stormarn,Schleswig-Holstein
Trendelburg,34388,Landkreis Kassel,Hessen
Trennewurth,25693,Kreis Dithmarschen,Schleswig-Holstein
Trent,18569,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
Treplin,15236,Landkreis Märkisch-Oderland,Brandenburg
Treuchtlingen,91757,Landkreis Weißenburg-Gunzenhausen,Bayern
Treuen,08233,Vogtlandkreis,Sachsen
Treuenbrietzen,14929,Landkreis Potsdam-Mittelmark,Brandenburg
Triberg im Schwarzwald,78098,Schwarzwald-Baar-Kreis,Baden-Württemberg
Tribsees,18465,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
Triebel,08606,Vogtlandkreis,Sachsen
Triefenstein,97855,Landkreis Main-Spessart,Bayern
Trier,54290,,Rheinland-Pfalz
Trier,54292,,Rheinland-Pfalz
Trier,54293,,Rheinland-Pfalz
Trier,54294,,Rheinland-Pfalz
Trier,54295,,Rheinland-Pfalz
Trier,54296,,Rheinland-Pfalz
Trierscheid,53520,Landkreis Ahrweiler,Rheinland-Pfalz
Trierweiler,54311,Landkreis Trier-Saarburg,Rheinland-Pfalz
Triftern,84371,Landkreis Rottal-Inn,Bayern
Triglitz,16949,Landkreis Prignitz,Brandenburg
Trimbs,56753,Landkreis Mayen-Koblenz,Rheinland-Pfalz
Trimport,54636,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
Trinwillershagen,18320,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
Trippstadt,67705,Landkreis Kaiserslautern,Rheinland-Pfalz
Triptis,07819,Saale-Orla-Kreis,Thüringen
Trittau,22946,Kreis Stormarn,Schleswig-Holstein
Trittenheim,54349,Landkreis Trier-Saarburg,Rheinland-Pfalz
Tröbitz,03253,Landkreis Elbe-Elster,Brandenburg
Tröbnitz,07646,Saale-Holzland-Kreis,Thüringen
Tröchtelborn,99869,Landkreis Gotha,Thüringen
Trochtelfingen,72818,Landkreis Reutlingen,Baden-Württemberg
Trockenborn-Wolfersdorf,07646,Saale-Holzland-Kreis,Thüringen
Trogen,95183,Landkreis Hof,Bayern
Troisdorf,53840,Rhein-Sieg-Kreis,Nordrhein-Westfalen
Troisdorf,53842,Rhein-Sieg-Kreis,Nordrhein-Westfalen
Troisdorf,53844,Rhein-Sieg-Kreis,Nordrhein-Westfalen
Trollenhagen,17039,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
Tröndel,24321,Kreis Plön,Schleswig-Holstein
Trossin,04880,Landkreis Nordsachsen,Sachsen
Trossingen,78647,Landkreis Tuttlingen,Baden-Württemberg
Tröstau,95709,Landkreis Wunsiedel im Fichtelgebirge,Bayern
Trostberg,83308,Landkreis Traunstein,Bayern
Trulben,66957,Landkreis Südwestpfalz,Rheinland-Pfalz
Trunkelsberg,87779,Landkreis Unterallgäu,Bayern
Tschernitz,03130,Landkreis Spree-Neiße,Brandenburg
Tschirn,96367,Landkreis Kronach,Bayern
Tübingen,72070,Landkreis Tübingen,Baden-Württemberg
Tübingen,72072,Landkreis Tübingen,Baden-Württemberg
Tübingen,72074,Landkreis Tübingen,Baden-Württemberg
Tübingen,72076,Landkreis Tübingen,Baden-Württemberg
Tuchenbach,90587,Landkreis Fürth,Bayern
Tülau,38474,Landkreis Gifhorn,Niedersachsen
Tümlauer Koog,25881,Kreis Nordfriesland,Schleswig-Holstein
Tunau,79677,Landkreis Lörrach,Baden-Württemberg
Tuningen,78609,Schwarzwald-Baar-Kreis,Baden-Württemberg
Tuntenhausen,83104,Landkreis Rosenheim,Bayern
Türkenfeld,82299,Landkreis Fürstenfeldbruck,Bayern
Türkheim,86842,Landkreis Unterallgäu,Bayern
Turnow-Preilack,03185,Landkreis Spree-Neiße,Brandenburg
Tussenhausen,86874,Landkreis Unterallgäu,Bayern
Tüßling,84577,Landkreis Altötting,Bayern
Tutow,17129,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
Tüttendorf,24214,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
Tüttleben,99869,Landkreis Gotha,Thüringen
Tuttlingen,78532,Landkreis Tuttlingen,Baden-Württemberg
Tutzing,82327,Landkreis Starnberg,Bayern
Tützpatz,17091,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
Twedt,24894,Kreis Schleswig-Flensburg,Schleswig-Holstein
Twist,49767,Landkreis Emsland,Niedersachsen
Twistetal,34477,Landkreis Waldeck-Frankenberg,Hessen
Twistringen,27239,Landkreis Diepholz,Niedersachsen
Tyrlaching,84558,Landkreis Altötting,Bayern
Übach-Palenberg,52531,Kreis Heinsberg,Nordrhein-Westfalen
Übereisenbach,54689,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
Überherrn,66802,Landkreis Saarlouis,Saarland
Überlingen,88662,Bodenseekreis,Baden-Württemberg
Übersee,83236,Landkreis Traunstein,Bayern
Ubstadt-Weiher,76698,Landkreis Karlsruhe,Baden-Württemberg
Uchte,31600,Landkreis Nienburg/Weser,Niedersachsen
Üchtelhausen,97532,Landkreis Schweinfurt,Bayern
Uckerfelde,17291,Landkreis Uckermark,Brandenburg
Ückeritz,17459,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
Uckerland,17337,Landkreis Uckermark,Brandenburg
Udenheim,55288,Landkreis Alzey-Worms,Rheinland-Pfalz
Uder,37318,Landkreis Eichsfeld,Thüringen
Üdersdorf,54552,Landkreis Vulkaneifel,Rheinland-Pfalz
Udestedt,99198,Landkreis Sömmerda,Thüringen
Udler,54552,Landkreis Vulkaneifel,Rheinland-Pfalz
Uebigau-Wahrenbrück,04895,Landkreis Elbe-Elster,Brandenburg
Uebigau-Wahrenbrück,04924,Landkreis Elbe-Elster,Brandenburg
Uebigau-Wahrenbrück,04938,Landkreis Elbe-Elster,Brandenburg
Ueckermünde,17373,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
Uedem,47589,Kreis Kleve,Nordrhein-Westfalen
Uehlfeld,91486,Landkreis Neustadt an der Aisch-Bad Windsheim,Bayern
Uehrde,38170,Landkreis Wolfenbüttel,Niedersachsen
Uelitz,19077,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
Uelsby,24860,Kreis Schleswig-Flensburg,Schleswig-Holstein
Uelsen,49843,Landkreis Grafschaft Bentheim,Niedersachsen
Uelversheim,55278,Landkreis Mainz-Bingen,Rheinland-Pfalz
Uelvesbüll,25889,Kreis Nordfriesland,Schleswig-Holstein
Uelzen,29525,Landkreis Uelzen,Niedersachsen
Uersfeld,56767,Landkreis Vulkaneifel,Rheinland-Pfalz
Ueß,56767,Landkreis Vulkaneifel,Rheinland-Pfalz
Uetersen,25436,Kreis Pinneberg,Schleswig-Holstein
Uettingen,97292,Landkreis Würzburg,Bayern
Uetze,31311,Region Hannover,Niedersachsen
Uffenheim,97215,Landkreis Neustadt an der Aisch-Bad Windsheim,Bayern
Uffing am Staffelsee,82449,Landkreis Garmisch-Partenkirchen,Bayern
Uhingen,73066,Landkreis Göppingen,Baden-Württemberg
Uhldingen-Mühlhofen,88690,Bodenseekreis,Baden-Württemberg
Uhler,56290,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
Ühlingen-Birkendorf,79777,Landkreis Waldshut,Baden-Württemberg
Uhlstädt-Kirchhasel,07407,Landkreis Saalfeld-Rudolstadt,Thüringen
Ulm,89073,,Baden-Württemberg
Ulm,89075,,Baden-Württemberg
Ulm,89077,,Baden-Württemberg
Ulm,89079,,Baden-Württemberg
Ulm,89081,,Baden-Württemberg
Ulm,89160,,Baden-Württemberg
Ulmen,56766,Landkreis Cochem-Zell,Rheinland-Pfalz
Ulmet,66887,Landkreis Kusel,Rheinland-Pfalz
Ulrichstein,35327,Vogelsbergkreis,Hessen
Ulsnis,24897,Kreis Schleswig-Flensburg,Schleswig-Holstein
Umkirch,79224,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
Ummanz,18569,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
Ummendorf,39365,Landkreis Börde,Sachsen-Anhalt
Ummendorf,88444,Landkreis Biberach,Baden-Württemberg
Ummern,29369,Landkreis Gifhorn,Niedersachsen
Ummerstadt,98663,Landkreis Hildburghausen,Thüringen
Umpferstedt,99441,Landkreis Weimarer Land,Thüringen
Undeloh,21274,Landkreis Harburg,Niedersachsen
Undeloh,29640,Landkreis Harburg,Niedersachsen
Undenheim,55278,Landkreis Mainz-Bingen,Rheinland-Pfalz
Ungerhausen,87781,Landkreis Unterallgäu,Bayern
Unkel,53572,Landkreis Neuwied,Rheinland-Pfalz
Unkenbach,67823,Donnersbergkreis,Rheinland-Pfalz
Unlingen,88527,Landkreis Biberach,Baden-Württemberg
Unna,59423,Kreis Unna,Nordrhein-Westfalen
Unna,59425,Kreis Unna,Nordrhein-Westfalen
Unna,59427,Kreis Unna,Nordrhein-Westfalen
Unnau,57648,Westerwaldkreis,Rheinland-Pfalz
Unsleben,97618,Landkreis Rhön-Grabfeld,Bayern
Unstrut-Hainich,99991,Unstrut-Hainich-Kreis,Thüringen
Unstruttal,99974,Unstrut-Hainich-Kreis,Thüringen
Unstruttal,99976,Unstrut-Hainich-Kreis,Thüringen
Unterammergau,82497,Landkreis Garmisch-Partenkirchen,Bayern
Unterbodnitz,07646,Saale-Holzland-Kreis,Thüringen
Unterbreizbach,36414,Wartburgkreis,Thüringen
Unterdießen,86944,Landkreis Landsberg am Lech,Bayern
Unterdietfurt,84339,Landkreis Rottal-Inn,Bayern
Unteregg,87782,Landkreis Unterallgäu,Bayern
Untereisesheim,74257,Landkreis Heilbronn,Baden-Württemberg
Unterensingen,72669,Landkreis Esslingen,Baden-Württemberg
Unterföhring,85774,Landkreis München,Bayern
Untergriesbach,94107,Landkreis Passau,Bayern
Untergruppenbach,74199,Landkreis Heilbronn,Baden-Württemberg
Unterhaching,82008,Landkreis München,Bayern
Unterjeckenbach,67746,Landkreis Kusel,Rheinland-Pfalz
Unterkirnach,78089,Schwarzwald-Baar-Kreis,Baden-Württemberg
Unterleinleiter,91364,Landkreis Forchheim,Bayern
Untermarchtal,89617,Alb-Donau-Kreis,Baden-Württemberg
Untermaßfeld,98617,Landkreis Schmalkalden-Meiningen,Thüringen
Untermeitingen,86836,Landkreis Augsburg,Bayern
Untermerzbach,96190,Landkreis Haßberge,Bayern
Untermünkheim,74547,Landkreis Schwäbisch Hall,Baden-Württemberg
Unterneukirchen,84579,Landkreis Altötting,Bayern
Unterpleichfeld,97294,Landkreis Würzburg,Bayern
Unterreichenbach,75399,Landkreis Calw,Baden-Württemberg
Unterreit,83567,Landkreis Mühldorf am Inn,Bayern
Unterroth,89299,Landkreis Neu-Ulm,Bayern
Unterschleißheim,85716,Landkreis München,Bayern
Unterschneidheim,73485,Ostalbkreis,Baden-Württemberg
Unterschwaningen,91743,Landkreis Ansbach,Bayern
Untershausen,56412,Westerwaldkreis,Rheinland-Pfalz
Untersiemau,96253,Landkreis Coburg,Bayern
Unterspreewald,15910,Landkreis Dahme-Spreewald,Brandenburg
Unterstadion,89619,Alb-Donau-Kreis,Baden-Württemberg
Untersteinach,95369,Landkreis Kulmbach,Bayern
Unterthingau,87647,Landkreis Ostallgäu,Bayern
Unterwachingen,89597,Alb-Donau-Kreis,Baden-Württemberg
Unterwaldhausen,88379,Landkreis Ravensburg,Baden-Württemberg
Unterweißbach,98744,Landkreis Saalfeld-Rudolstadt,Thüringen
Unterwellenborn,07333,Landkreis Saalfeld-Rudolstadt,Thüringen
Unterwössen,83246,Landkreis Traunstein,Bayern
Untrasried,87496,Landkreis Ostallgäu,Bayern
Unzenberg,55483,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
Upahl,23936,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
